101	6077556	455129	4300
102	6077556	455144	4300
103	6077556	455159	4300
104	6077556	455174	4300
105	6077556	455189	4300
106	6077556	455204	4300
107	6077556	455219	4300
108	6077569	455136	4300
109	6077569	455152	4300
110	6077569	455166	4300
111	6077569	455182	4300
112	6077569	455196	4300
113	6077569	455212	4300
114	6077569	455226	4300
115	6077582	455129	4300
116	6077582	455144	4300
117	6077582	455159	4300
118	6077582	455174	4300
119	6077582	455189	4300
120	6077582	455204	4300
121	6077582	455219	4300
122	6077595	455136	4300
123	6077595	455152	4300
124	6077595	455166	4300
125	6077595	455182	4300
126	6077595	455196	4300
127	6077595	455212	4300
128	6077595	455226	4300
129	6077608	455129	4300
130	6077608	455144	4300
131	6077608	455159	4300
132	6077608	455174	4300
133	6077608	455189	4300
134	6077608	455204	4300
135	6077608	455219	4300
136	6077621	455136	4300
137	6077621	455152	4300
138	6077621	455166	4300
139	6077621	455182	4300
140	6077621	455196	4300
141	6077621	455212	4300
142	6077621	455226	4300
143	6077634	455129	4300
144	6077634	455144	4300
145	6077634	455159	4300
146	6077634	455174	4300
147	6077634	455189	4300
148	6077634	455204	4300
149	6077634	455219	4300
150	6077647	455136	4300
151	6077647	455152	4300
152	6077647	455166	4300
153	6077647	455182	4300
154	6077647	455196	4300
155	6077647	455212	4300
156	6077647	455226	4300
157	6077660	455129	4300
158	6077660	455144	4300
159	6077660	455159	4300
160	6077660	455174	4300
161	6077660	455189	4300
162	6077660	455204	4300
163	6077660	455219	4300
164	6077673	455136	4300
165	6077673	455152	4300
166	6077673	455166	4300
167	6077673	455182	4300
168	6077673	455196	4300
169	6077673	455212	4300
170	6077673	455226	4300
171	6077686	455129	4300
172	6077686	455144	4300
173	6077686	455159	4300
174	6077686	455174	4300
175	6077686	455189	4300
176	6077686	455204	4300
177	6077686	455219	4300
178	6077699	455136	4300
179	6077699	455152	4300
180	6077699	455166	4300
181	6077699	455182	4300
182	6077699	455196	4300
183	6077699	455212	4300
184	6077699	455226	4300
185	6077712	455129	4300
186	6077712	455144	4300
187	6077712	455159	4300
188	6077712	455174	4300
189	6077712	455189	4300
190	6077712	455204	4300
191	6077712	455219	4300
192	6077725	455136	4300
193	6077725	455152	4300
194	6077725	455166	4300
195	6077725	455182	4300
196	6077725	455196	4300
197	6077725	455212	4300
198	6077725	455226	4300
